ID,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
4107,Mercedes-Benz,12900.0,sedan,255,2.7,Diesel,yes,2003,E-Class
2165,Renault,2500.0,sedan,170,1.9,Diesel,no,2003,Scenic
2708,Mercedes-Benz,30500.0,crossover,150,5.5,Petrol,yes,2002,G 500
1556,Audi,15000.0,sedan,168,,Other,yes,2007,A6
1844,Mitsubishi,10999.0,other,281,3.0,Gas,yes,2003,Pajero Wagon
1055,Volkswagen,9800.0,van,220,1.9,Diesel,yes,2008,Caddy
2912,Renault,10700.0,van,265,2.0,Diesel,yes,2007,Trafic
4342,BMW,6500.0,sedan,1,3.5,Petrol,yes,1999,535
689,BMW,65393.0,crossover,0,2.0,Diesel,yes,2016,X5
2882,Renault,11700.0,van,150,2.3,Diesel,yes,2012,Master
1885,Toyota,10600.0,sedan,204,1.8,Other,yes,2008,Avensis
3997,Renault,9300.0,van,200,1.5,Diesel,yes,2009,Grand Scenic
2096,Renault,14999.0,van,54,66.0,Other,yes,2012,Kangoo
3423,Audi,2100.0,vagon,230,1.9,Diesel,no,2000,A4
4184,Toyota,11999.0,sedan,139,3.5,Petrol,yes,2008,Camry
3352,Mercedes-Benz,7700.0,sedan,285,3.0,Diesel,yes,1999,E-Class
2445,Renault,6300.0,van,149,1.5,Other,yes,2011,Kangoo
2835,Mitsubishi,36000.0,crossover,0,2.4,Petrol,yes,2016,Outlander
879,Renault,9300.0,sedan,94,1.5,Diesel,yes,2011,Fluence
565,Toyota,13500.0,crossover,126,4.0,Petrol,no,2011,Land Cruiser Prado
97,Renault,11000.0,other,131,1.5,Diesel,yes,2011,Kangoo
2662,Toyota,13500.0,sedan,158,2.4,Gas,yes,2008,Camry
2819,Toyota,30800.0,crossover,56,2.7,Gas,yes,2011,Land Cruiser Prado
4175,Volkswagen,9000.0,sedan,178,1.9,Diesel,yes,2009,Jetta
1247,Mercedes-Benz,32000.0,crossover,96,3.5,Petrol,yes,2010,ML 350
2516,BMW,1550.0,sedan,300,,Gas,no,1994,316
1149,Volkswagen,13000.0,van,178,2.5,Diesel,yes,2007,T6 (Transporter)
3109,BMW,8700.0,sedan,355,3.0,Diesel,yes,2000,730
2063,Renault,14700.0,crossover,61,1.5,Diesel,yes,2013,Duster
3745,Mercedes-Benz,22000.0,van,236,2.2,Diesel,yes,2012,Sprinter 313
4024,Volkswagen,3350.0,other,223,1.9,Diesel,yes,1997,Caddy
2380,Mercedes-Benz,13500.0,van,290,2.2,Diesel,yes,2007,Vito
2897,Toyota,1750.0,hatch,270,1.6,Petrol,yes,1985,Corolla
2348,Mercedes-Benz,15000.0,sedan,240,5.0,Petrol,yes,2004,S 500
1094,Mitsubishi,10200.0,crossover,99,2.0,Gas,yes,2008,Outlander
3610,Mitsubishi,17900.0,crossover,89,3.8,Gas,yes,2008,Pajero Wagon
3062,Mercedes-Benz,3200.0,sedan,229,2.7,Diesel,no,2001,E-Class
935,Volkswagen,7400.0,sedan,178,1.8,Gas,yes,2001,Passat B5
1523,Mercedes-Benz,12500.0,van,242,2.2,Diesel,yes,2008,Vito
1889,Renault,6800.0,van,168,1.5,Diesel,yes,2012,Kangoo
249,Mitsubishi,9000.0,crossover,200,2.0,Gas,yes,2006,Outlander
1759,Toyota,30500.0,sedan,7,2.5,Gas,yes,2015,Camry
4334,Renault,7000.0,van,210,1.5,Diesel,yes,2005,Kangoo
1181,Mitsubishi,2800.0,sedan,150,2.0,Gas,yes,1996,Galant
2876,Toyota,21000.0,crossover,74,2.0,Petrol,yes,2011,Rav 4
3009,Audi,25500.0,sedan,140,2.8,Petrol,yes,2012,A6
174,Mercedes-Benz,169000.0,other,1,4.7,Petrol,yes,2015,S 500
2537,Volkswagen,14900.0,sedan,73,,Petrol,yes,2012,Jetta
2139,BMW,48550.0,other,147,4.0,Diesel,yes,2012,X5
264,Audi,2600.0,vagon,273,2.5,Diesel,no,1999,A6
2076,Mercedes-Benz,13600.0,van,190,2.2,Diesel,yes,2009,Vito
2317,BMW,6100.0,sedan,266,3.5,Petrol,no,1997,535
2647,Toyota,7500.0,hatch,135,1.0,Petrol,yes,2008,Yaris
2202,Mitsubishi,6500.0,crossover,285,2.5,Diesel,yes,1991,Pajero
1805,Audi,4000.0,sedan,263,1.9,Diesel,yes,1996,A4
969,Renault,11999.0,van,107,2.0,Diesel,yes,2013,Trafic
2250,Volkswagen,15800.0,sedan,56,1.4,Other,yes,2013,Jetta
3660,BMW,77777.0,sedan,8,4.4,Petrol,yes,2014,750
3365,Mercedes-Benz,2199.0,van,396,2.2,Diesel,no,2000,Vito
4259,Volkswagen,9200.0,other,156,1.9,Diesel,yes,2009,Golf Variant
3297,Volkswagen,5600.0,vagon,235,1.4,Petrol,yes,2000,Golf IV
2077,BMW,17300.0,sedan,180,3.0,Diesel,yes,2007,730
3004,Mitsubishi,13200.0,crossover,124,3.0,Gas,yes,2008,Pajero Sport
3497,Audi,23333.0,other,150,4.2,Petrol,yes,2007,Q7
3840,BMW,19999.0,crossover,227,3.0,Diesel,yes,2006,X5
3771,Renault,8800.0,van,200,1.9,Diesel,yes,2005,Trafic
1137,Volkswagen,10600.0,sedan,75,1.6,Petrol,yes,2012,Polo
3517,Renault,7450.0,other,208,1.9,Other,yes,2004,Trafic
4224,Mercedes-Benz,26800.0,vagon,160,2.2,Diesel,yes,2014,E-Class
3807,Volkswagen,10600.0,sedan,118,1.8,Petrol,yes,2008,Passat B6
2626,Mitsubishi,18900.0,crossover,93,3.8,Gas,yes,2008,Pajero Wagon
1231,Audi,42700.0,crossover,75,3.0,Diesel,yes,2013,Q7
1516,Renault,11500.0,van,170,1.5,Diesel,yes,2012,Grand Scenic
618,Mitsubishi,5700.0,other,170,1.3,Petrol,yes,2006,Colt
705,BMW,38000.0,sedan,61,,Petrol,yes,2013,535
44,Mercedes-Benz,9600.0,van,30,2.2,Diesel,yes,2006,Vito
2905,Mercedes-Benz,2150.0,sedan,360,2.9,Diesel,no,1997,E-Class
3883,Mercedes-Benz,4500.0,sedan,409,2.6,Petrol,yes,1991,E-Class
2104,Volkswagen,15900.0,sedan,103,,Petrol,yes,2012,Jetta
2200,Renault,5200.0,sedan,160,1.4,Gas,yes,2008,Symbol
255,Renault,13999.0,van,180,2.0,Diesel,yes,2012,Trafic
1171,BMW,37976.0,sedan,0,2.0,Petrol,yes,2016,520
1400,BMW,16800.0,sedan,154,3.0,Petrol,yes,2006,330
1886,BMW,139000.0,crossover,0,4.4,Petrol,yes,2016,X6 M
2472,Mitsubishi,21000.0,crossover,29,2.0,Gas,yes,2014,ASX
4203,Toyota,29000.0,crossover,120,4.0,Gas,yes,2008,Land Cruiser Prado
1506,Mercedes-Benz,11000.0,sedan,263,3.2,Diesel,yes,2001,E-Class
276,Renault,8400.0,hatch,84,1.5,Diesel,yes,2011,Kangoo
1867,Mercedes-Benz,5300.0,sedan,380,3.0,Diesel,yes,1995,E-Class
3301,Volkswagen,11500.0,sedan,169,1.8,Petrol,yes,2008,Passat B6
2484,Toyota,14000.0,sedan,1,1.8,Petrol,yes,2008,Avensis
1760,BMW,6300.0,sedan,270,3.5,Petrol,yes,1998,735
4265,Mercedes-Benz,126000.0,sedan,14,3.0,Diesel,yes,2015,S 350
1800,Mitsubishi,7500.0,sedan,79,1.6,Gas,yes,2008,Lancer
2938,Renault,9300.0,vagon,184,1.5,Diesel,yes,2011,Megane
867,Toyota,8800.0,crossover,388,4.2,Diesel,yes,1997,Land Cruiser 80
3394,Volkswagen,10000.0,sedan,174,2.0,Petrol,yes,2005,Passat B6
1952,Renault,7450.0,hatch,68,1.2,Petrol,yes,2009,Modus
3995,Audi,22500.0,other,71,3.6,Petrol,yes,2007,Q7
3726,BMW,15500.0,sedan,216,2.0,Diesel,yes,2008,320
356,Renault,11500.0,vagon,170,1.5,Diesel,yes,2012,Megane
377,BMW,44000.0,crossover,80,3.0,Diesel,yes,2012,X5
1668,Renault,9900.0,crossover,201,1.9,Diesel,yes,2006,Kangoo
777,Mercedes-Benz,11900.0,sedan,167,1.8,Petrol,yes,2005,C-Class
121,Volkswagen,1500.0,other,260,1.8,Gas,no,1994,Golf III
3887,Toyota,28900.0,crossover,83,,Petrol,yes,2012,Highlander
500,Volkswagen,1200.0,other,300,1.4,Gas,yes,2000,Caddy
2159,Mitsubishi,9200.0,sedan,84,2.0,Petrol,yes,2009,Lancer X
1949,Audi,28950.0,crossover,60,2.0,Petrol,yes,2012,Q5
3860,Audi,30999.0,sedan,108,2.0,Diesel,yes,2013,A6
2825,Toyota,28900.0,crossover,20,2.5,Petrol,yes,2013,Rav 4
4058,Volkswagen,9200.0,van,248,1.9,Diesel,yes,2007,T5 (Transporter) 
2265,Volkswagen,10300.0,other,215,1.9,Other,yes,2007,T5 (Transporter)
813,BMW,3650.0,sedan,300,2.0,Petrol,yes,1990,520
3790,Toyota,10700.0,sedan,109,1.8,Petrol,yes,2007,Avensis
2204,Volkswagen,7700.0,van,228,1.9,Diesel,yes,2006,Caddy
2885,Audi,22500.0,sedan,159,5.2,Petrol,yes,2008,S8
3534,Volkswagen,19500.0,sedan,128,1.8,Petrol,yes,2013,Passat B7
4089,BMW,77500.0,crossover,1,3.0,Petrol,yes,2016,X6
3366,Mercedes-Benz,41900.0,sedan,95,6.3,Petrol,yes,2011,S 63 AMG
2024,Toyota,2200.0,vagon,300,2.0,Petrol,yes,1989,Camry
1896,Renault,7600.0,van,183,1.9,Diesel,yes,2006,Trafic
3460,Volkswagen,55555.0,van,53,2.0,Diesel,yes,2013,Multivan
2064,Renault,8300.0,van,127,1.5,Diesel,yes,2011,Kangoo
3813,Toyota,28900.0,crossover,83,3.5,Gas,yes,2012,Highlander
2089,Mercedes-Benz,13000.0,sedan,220,5.0,Petrol,yes,2003,S 500
1326,Volkswagen,3000.0,sedan,240,1.8,Petrol,yes,1991,Jetta
3570,Volkswagen,19995.0,hatch,68,1.4,Petrol,yes,2013,Scirocco
3357,BMW,5000.0,sedan,270,3.0,Diesel,yes,2000,530
1174,Renault,7300.0,van,125,1.5,Diesel,yes,2012,Kangoo
651,Audi,8800.0,sedan,205,1.8,Petrol,yes,2003,A4
363,Volkswagen,55500.0,crossover,47,3.0,Diesel,yes,2016,Touareg
1361,BMW,69999.0,crossover,71,4.4,Petrol,yes,2011,X5 M
4267,Renault,7200.0,van,285,1.9,Diesel,yes,2002,Trafic
1631,Mercedes-Benz,12800.0,van,116,2.2,Diesel,yes,2012,Vito
3766,Renault,5800.0,van,217,2.0,Gas,yes,2003,Scenic
2324,Toyota,33950.0,other,65,5.7,Petrol,yes,2013,Tundra
1022,Toyota,8900.0,other,180,2.0,Petrol,yes,2003,Rav 4
4111,Renault,6200.0,van,228,2.5,Diesel,yes,2005,Trafic
1487,Mercedes-Benz,4000.0,sedan,370,3.2,Diesel,no,2002,E-Class
3805,Toyota,12500.0,crossover,201,2.0,Petrol,yes,2006,Rav 4
2201,Mitsubishi,5700.0,vagon,120,1.3,Petrol,yes,2005,Colt
950,Volkswagen,12999.0,van,250,1.9,Diesel,yes,2009,T5 (Transporter)
2763,Audi,15000.0,sedan,38,,Diesel,no,2015,A5
657,Volkswagen,9600.0,van,255,1.9,Diesel,yes,2004,T5 (Transporter)
2048,Audi,11115.0,hatch,150,1.6,Petrol,yes,2008,A3
464,Renault,7000.0,sedan,110,1.4,Petrol,yes,2012,Symbol
642,Toyota,18990.0,crossover,95,2.0,Petrol,yes,2011,Rav 4
2329,Audi,3000.0,sedan,278,2.5,Diesel,no,1999,A6
4327,Mercedes-Benz,24950.0,other,60,1.8,Petrol,yes,2013,C-Class
2402,Renault,2150.0,vagon,199,1.9,Diesel,no,2003,Laguna
1387,Audi,22500.0,vagon,175,2.0,Gas,yes,2010,A4 Allroad
301,Audi,18800.0,crossover,197,4.2,Petrol,yes,2007,Q7
3298,Mercedes-Benz,19600.0,vagon,127,1.8,Diesel,yes,2013,B 180
3752,BMW,8200.0,sedan,368,3.0,Diesel,yes,2000,730
2846,Volkswagen,66346.0,crossover,0,3.0,Diesel,yes,2016,Touareg
1530,Audi,3700.0,vagon,290,1.9,Diesel,no,2002,A4
1962,Volkswagen,10974.0,sedan,1,1.6,Petrol,yes,2015,Polo
2339,BMW,6499.0,other,230,3.0,Diesel,no,2002,X5
124,Mercedes-Benz,8900.0,hatch,155,1.5,Petrol,yes,2005,A 150
1560,Volkswagen,17191.0,sedan,0,1.6,Petrol,yes,2016,Jetta
369,Volkswagen,11200.0,van,178,,Diesel,yes,2008,T5 (Transporter)
1286,Volkswagen,4000.0,hatch,266,1.9,Diesel,yes,1993,Golf III
638,Audi,3850.0,vagon,215,2.5,Diesel,no,2002,A6
3866,Mercedes-Benz,3799.0,sedan,210,2.0,Petrol,yes,1995,E-Class
3768,BMW,16700.0,crossover,260,4.4,Petrol,yes,2003,X5
3831,Renault,7440.0,other,148,1.5,Diesel,yes,2012,Kangoo
4098,Renault,12800.0,hatch,125,1.1,Diesel,yes,2012,Laguna
4153,BMW,32000.0,crossover,138,3.0,Petrol,yes,2009,X6
4149,BMW,4850.0,sedan,280,3.0,Diesel,no,1999,730
62,Renault,7800.0,van,200,1.9,Diesel,yes,2002,Trafic
4041,Audi,10000.0,sedan,131,1.8,Petrol,yes,2005,A4
4021,Renault,8250.0,sedan,148,,Other,yes,2011,Kangoo
3221,BMW,69999.0,crossover,0,2.5,Diesel,yes,2016,X5
4294,Renault,13600.0,vagon,164,1.5,Diesel,yes,2013,Grand Scenic
1811,Mitsubishi,9200.0,crossover,110,2.4,Petrol,yes,2006,Outlander
1308,Volkswagen,3500.0,hatch,250,1.9,Diesel,no,2000,Beetle
3686,Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010,S 500
2771,BMW,19990.0,sedan,1,2.0,Diesel,yes,2008,320
3746,Mercedes-Benz,6500.0,other,315,2.0,Petrol,yes,1996,E-Class
2057,Volkswagen,47777.0,sedan,91,3.0,Diesel,yes,2012,Phaeton
2351,Mitsubishi,6300.0,sedan,116,1.5,Petrol,yes,2008,Lancer X
4251,Volkswagen,5999.0,van,300,1.8,Gas,yes,1999,Sharan
2284,Volkswagen,3600.0,sedan,330,2.8,Gas,yes,1994,Passat B4
1735,Audi,4000.0,sedan,260,,Diesel,no,2000,A6
2985,Renault,5600.0,vagon,151,1.5,Diesel,yes,2006,Kangoo
584,Volkswagen,18700.0,vagon,196,2.0,Diesel,yes,2011,Passat B7
2664,Mercedes-Benz,59999.0,sedan,11,4.7,Petrol,yes,2012,CLS 500
736,Mercedes-Benz,23500.0,van,170,2.2,Diesel,yes,2011,Vito
3512,BMW,52000.0,crossover,7,2.0,Diesel,yes,2015,X1
442,BMW,36900.0,sedan,17,2.0,Petrol,yes,2013,520
1140,Audi,25500.0,vagon,181,3.0,Petrol,yes,2009,A6 Allroad
1439,BMW,2900.0,sedan,225,2.5,Petrol,no,1997,523
672,Renault,8000.0,hatch,50,1.6,Petrol,yes,2012,Sandero
77,Volkswagen,3700.0,sedan,195,1.9,Diesel,no,2001,Passat B5
2349,Volkswagen,8999.0,sedan,120,2.0,Petrol,yes,2008,Passat B6
3990,BMW,23900.0,crossover,60,2.0,Petrol,yes,2013,X1
1841,Mercedes-Benz,28000.0,other,250,3.0,Diesel,yes,2008,GL 320
772,BMW,17500.0,vagon,125,3.0,Diesel,yes,2006,530
2025,BMW,32000.0,crossover,108,3.0,Petrol,yes,2008,X6
1048,Mercedes-Benz,6999.0,sedan,288,3.2,Gas,yes,2001,E-Class
645,Volkswagen,11900.0,other,112,2.0,Diesel,yes,2011,T6 (Transporter) 
3944,Renault,2350.0,vagon,245,1.9,Diesel,no,2003,Laguna
302,Toyota,8000.0,sedan,176,3.0,Petrol,yes,2002,Camry
577,Volkswagen,33700.0,van,11,1.4,Petrol,yes,2016,Touran
1172,Renault,10500.0,van,183,2.5,Diesel,yes,2006,Trafic
1295,BMW,63500.0,crossover,33,3.0,Petrol,yes,2015,X5
3239,Volkswagen,21900.0,crossover,136,3.0,Diesel,yes,2008,Touareg
1620,Toyota,22900.0,sedan,60,2.5,Petrol,yes,2012,Camry
4206,Toyota,22999.0,crossover,152,4.0,Gas,yes,2008,Land Cruiser Prado
2546,Mercedes-Benz,20500.0,sedan,56,5.0,Other,yes,2003,SL 500 (550)
2823,Toyota,68000.0,crossover,67,4.5,Diesel,yes,2012,Land Cruiser 200
1041,Renault,11700.0,vagon,177,1.5,Diesel,yes,2012,Laguna
3854,BMW,58500.0,crossover,80,3.0,Diesel,yes,2013,X5
2596,Toyota,22000.0,crossover,155,2.7,Gas,yes,2008,Land Cruiser Prado
3188,Audi,16800.0,sedan,47,1.2,Petrol,yes,2013,A3
2272,Toyota,20000.0,crossover,94,4.5,Petrol,yes,2005,Land Cruiser 105
1460,BMW,81000.0,sedan,23,4.4,Petrol,yes,2014,M5
1643,BMW,37500.0,crossover,110,4.4,Petrol,yes,2011,X6
2874,Volkswagen,1900.0,vagon,504,1.6,Gas,yes,1988,Passat B2
2128,Audi,4500.0,vagon,206,2.5,Diesel,no,2003,A6
1688,BMW,3800.0,sedan,100,1.8,Petrol,yes,1992,318
4032,Toyota,12500.0,sedan,150,2.4,Petrol,yes,2007,Camry
1905,Renault,10999.0,vagon,216,1.5,Diesel,yes,2012,Megane
2392,Mitsubishi,4200.0,van,350,1.8,Gas,yes,1992,Space Wagon
4336,BMW,27900.0,sedan,38,2.0,Petrol,yes,2013,320
2593,BMW,7400.0,sedan,279,3.5,Gas,yes,1998,735
3029,BMW,3500.0,hatch,1,2.0,Petrol,yes,2006,120
459,Volkswagen,7500.0,van,180,2.5,Diesel,yes,2004,T5 (Transporter) 
530,Volkswagen,13499.0,van,154,2.0,Diesel,yes,2013,T5 (Transporter) 
1147,Volkswagen,71138.0,crossover,0,3.0,Diesel,yes,2016,Touareg
614,Toyota,63000.0,crossover,3,4.2,Diesel,yes,2013,Land Cruiser 76
2211,Volkswagen,18100.0,other,195,2.0,Diesel,yes,2011,T5 (Transporter)
674,Mitsubishi,9900.0,sedan,98,2.0,Petrol,yes,2009,Lancer X
1612,BMW,14000.0,crossover,164,3.0,Diesel,no,2006,X5
4017,BMW,58000.0,crossover,64,2.0,Diesel,yes,2015,X5
4301,Audi,4850.0,sedan,270,2.6,Petrol,yes,1995,A6
2577,Mercedes-Benz,8300.0,sedan,233,3.2,Diesel,yes,2001,320
4258,Mercedes-Benz,23500.0,sedan,200,5.5,Petrol,yes,2008,S 550
4192,BMW,4400.0,sedan,300,2.0,Petrol,yes,1995,520
2805,Renault,10500.0,vagon,165,1.5,Diesel,yes,2012,Megane
1519,Mercedes-Benz,22600.0,crossover,165,3.0,Diesel,yes,2007,ML 320
2307,Renault,10300.0,van,138,2.0,Diesel,yes,2011,Trafic
685,Mercedes-Benz,14900.0,other,195,3.2,Gas,yes,1999,CLK 320
655,Audi,19500.0,crossover,175,3.6,Petrol,yes,2007,Q7
700,BMW,13500.0,sedan,138,2.5,Petrol,yes,2004,525
1304,Mercedes-Benz,3900.0,sedan,111,2.5,Diesel,yes,1989,E-Class
2037,BMW,13300.0,vagon,157,2.0,Diesel,yes,2007,520
502,Mitsubishi,9200.0,sedan,163,2.0,Petrol,yes,2008,Lancer X
1650,Toyota,10200.0,sedan,122,7.2,Petrol,yes,2011,Corolla
2469,Volkswagen,1550.0,sedan,161,1.8,Petrol,no,1994,Vento
3772,Mercedes-Benz,14500.0,van,205,2.2,Diesel,yes,2012,Sprinter 313
2365,Renault,7200.0,vagon,224,1.5,Diesel,yes,2004,Megane
1526,Toyota,18600.0,hatch,73,1.6,Petrol,yes,2013,Auris
3818,Audi,22999.0,crossover,125,4.2,Petrol,yes,2008,Q7
3503,Volkswagen,22900.0,sedan,48,2.0,Petrol,yes,2013,Jetta
2847,Volkswagen,8200.0,hatch,164,1.4,Petrol,yes,2008,Polo
2638,BMW,69500.0,sedan,62,4.4,Petrol,yes,2013,750
891,Volkswagen,7350.0,hatch,180,1.4,Petrol,yes,2003,Golf IV
1279,Volkswagen,14500.0,van,168,2.0,Diesel,yes,2012,T5 (Transporter) 
1241,Audi,4999.0,sedan,231,1.9,Diesel,no,2002,A6
3753,BMW,32900.0,crossover,90,3.0,Petrol,yes,2008,X6
3630,BMW,8899.0,sedan,170,2.2,Petrol,yes,2001,520
553,Volkswagen,8899.0,vagon,198,1.9,Other,yes,2004,Passat B5
3411,Mercedes-Benz,68500.0,crossover,68,3.0,Diesel,yes,2014,GL 350
53,Mercedes-Benz,19500.0,crossover,172,3.5,Other,yes,2008,ML 350
3222,Volkswagen,10000.0,sedan,98,1.6,Petrol,yes,2013,Polo
2101,Mitsubishi,8200.0,crossover,210,2.4,Gas,yes,2007,Outlander
893,Mercedes-Benz,20500.0,sedan,222,5.5,Petrol,yes,2006,S 500
2224,BMW,34900.0,vagon,136,2.0,Diesel,yes,2012,520
1118,Volkswagen,14499.0,van,164,2.0,Diesel,yes,2013,T5 (Transporter) 
748,Volkswagen,8700.0,hatch,148,1.4,Other,yes,2008,Polo
162,Mercedes-Benz,31600.0,sedan,33,1.6,Petrol,yes,2013,CLA 200
2398,Toyota,13500.0,sedan,139,2.4,Gas,yes,2008,Camry
3299,Toyota,28900.0,sedan,15,2.5,Petrol,yes,2015,Camry
1730,Renault,7200.0,van,73,1.5,Diesel,yes,2012,Kangoo
1726,Renault,15672.0,van,0,1.5,Diesel,yes,2016,Dokker
2412,Mercedes-Benz,5500.0,other,220,2.2,Diesel,yes,2002,Vito
2566,Mercedes-Benz,5000.0,van,400,2.2,Diesel,yes,1999,Vito
3123,Mercedes-Benz,5200.0,sedan,370,2.0,Petrol,yes,1997,E-Class
2807,Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011,E-Class
2404,Mercedes-Benz,9500.0,van,280,2.2,Diesel,yes,2005,Vito
3272,Volkswagen,8800.0,hatch,168,1.2,Diesel,yes,2013,Polo
3538,Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012,B 180
3260,Audi,3100.0,vagon,210,2.5,Diesel,no,2000,A6
3974,BMW,22600.0,crossover,69,3.0,Petrol,no,2013,X6
3320,Mercedes-Benz,42000.0,sedan,38,2.2,Diesel,yes,2014,CLA 220
3645,Mercedes-Benz,2400.0,sedan,1,2.0,Petrol,no,2001,C-Class
3378,Volkswagen,15700.0,sedan,110,1.8,Petrol,yes,2011,Passat B7
2227,Mercedes-Benz,140000.0,crossover,88,5.46,Petrol,yes,2013,G 63 AMG
3140,Toyota,9200.0,sedan,250,2.4,Gas,yes,2003,Camry
1448,Volkswagen,5900.0,van,278,1.9,Diesel,yes,2005,Caddy
2783,Mitsubishi,7999.0,sedan,78,1.5,Gas,yes,2011,Lancer X
1462,BMW,4300.0,other,280,2.5,Petrol,yes,1985,325
1246,Mercedes-Benz,22900.0,sedan,131,5.5,Gas,yes,2008,S 500
4276,Mercedes-Benz,9999.0,sedan,80,2.3,Petrol,yes,2002,C-Class
2779,Toyota,4500.0,hatch,207,1.3,Petrol,yes,1995,Corolla
1876,Mercedes-Benz,109999.0,crossover,0,2.98,Diesel,yes,2016,GLS 350
1990,Mercedes-Benz,10500.0,sedan,285,1.8,Gas,yes,2003,E-Class
1540,Volkswagen,1500.0,other,160,1.4,Petrol,no,1999,Golf IV
2330,Toyota,25800.0,sedan,58,2.5,Petrol,yes,2015,Camry
3863,Mitsubishi,10500.0,crossover,95,3.2,Diesel,no,2008,Pajero Wagon
3063,Toyota,13699.0,crossover,160,2.0,Petrol,yes,2007,Rav 4
313,Volkswagen,16900.0,crossover,133,2.5,Diesel,yes,2007,Touareg
2451,Volkswagen,22900.0,sedan,45,2.0,Petrol,yes,2013,Jetta
1319,Volkswagen,8500.0,van,220,2.5,Diesel,yes,2003,T4 (Transporter)
2881,Renault,9700.0,van,152,2.0,Diesel,yes,2010,Trafic
998,Toyota,72000.0,crossover,40,4.5,Diesel,yes,2014,Land Cruiser 200
1673,Toyota,15600.0,sedan,165,3.5,Gas,yes,2008,Camry
2292,Mercedes-Benz,99000.0,sedan,0,3.0,Petrol,yes,2016,CLS 400
947,Mercedes-Benz,29500.0,sedan,64,1.6,Petrol,yes,2013,CLA 200
2739,Mercedes-Benz,14900.0,van,211,2.2,Other,yes,2012,Vito
1677,Toyota,97500.0,crossover,2,4.6,Petrol,yes,2016,Land Cruiser 200
3859,Mercedes-Benz,121500.0,sedan,22,3.0,Diesel,yes,2014,S 350
1437,BMW,137000.0,crossover,2,4.4,Petrol,yes,2016,X5 M
1342,Mercedes-Benz,1600.0,hatch,180,,Petrol,no,2000,A 160
1547,Mitsubishi,15800.0,other,146,2.5,Diesel,yes,2013,L 200
365,Mercedes-Benz,8300.0,sedan,175,3.2,Diesel,no,2006,E-Class
1431,Toyota,23400.0,sedan,69,2.5,Gas,yes,2014,Camry
2357,Mitsubishi,9200.0,sedan,115,2.0,Petrol,yes,2008,Lancer X
668,Renault,5900.0,van,250,1.9,Diesel,yes,2005,Trafic
2512,Mitsubishi,12750.0,sedan,59,2.4,Petrol,yes,2009,Galant
2260,Mitsubishi,6000.0,sedan,150,1.8,Gas,yes,2004,Virage
1752,Mitsubishi,7000.0,sedan,133,1.6,Petrol,yes,2008,Lancer
697,Mitsubishi,5900.0,sedan,142,1.6,Gas,yes,2005,Lancer
4000,Renault,6700.0,van,160,1.5,Diesel,yes,2012,Kangoo
2353,Toyota,25200.0,crossover,128,4.0,Gas,yes,2007,Land Cruiser Prado
3606,Renault,7500.0,van,128,1.5,Diesel,yes,2009,Kangoo
1741,BMW,3400.0,vagon,191,2.0,Diesel,no,2002,320
4106,BMW,5400.0,crossover,250,3.0,Petrol,no,2003,X5
1229,BMW,2800.0,sedan,300,1.8,Other,yes,1987,318
2757,Mitsubishi,24500.0,crossover,11,2.5,Diesel,yes,2012,Pajero Sport
3643,Toyota,16672.0,hatch,1,1.6,Petrol,yes,2016,Auris
2748,Mercedes-Benz,7000.0,sedan,370,2.2,Petrol,yes,1995,E-Class
4312,Renault,10500.0,vagon,185,1.5,Diesel,yes,2011,Megane
1653,Mercedes-Benz,9500.0,van,248,2.2,Diesel,yes,2005,Vito
3482,Mercedes-Benz,82555.0,crossover,69,3.0,Diesel,yes,2014,GL 350
3292,Mitsubishi,11900.0,crossover,129,2.5,Diesel,yes,2007,Pajero Sport
2630,Toyota,11700.0,sedan,145,2.4,Petrol,yes,2007,Camry
1998,Renault,3000.0,van,217,1.4,Petrol,yes,2004,Kangoo
1420,Mercedes-Benz,8700.0,sedan,196,2.0,Gas,yes,2000,E-Class
1904,Mercedes-Benz,18000.0,van,147,2.2,Diesel,yes,2013,Vito
816,Volkswagen,13999.0,van,175,2.0,Diesel,yes,2012,T5 (Transporter) 
3961,Audi,4000.0,vagon,234,2.5,Diesel,no,2001,A6
151,Mercedes-Benz,13500.0,crossover,205,2.7,Diesel,yes,2005,ML 270
818,Renault,8500.0,vagon,130,1.5,Diesel,yes,2012,Clio
339,Toyota,2999.0,other,300,1.6,Petrol,yes,1991,Corolla
4323,Toyota,100000.0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200
3020,Mercedes-Benz,23900.0,sedan,96,3.5,Petrol,yes,2009,S 350
743,Renault,6800.0,van,185,1.6,Other,yes,2006,Kangoo
3554,Mercedes-Benz,7700.0,sedan,340,2.2,Diesel,yes,2002,Vito
2433,Toyota,10500.0,hatch,17,1.0,Petrol,yes,2016,Yaris
4038,BMW,29900.0,crossover,182,3.0,Petrol,yes,2008,X6
4186,Volkswagen,3500.0,hatch,220,2.0,Petrol,yes,1994,Golf III
3518,Mercedes-Benz,31990.0,crossover,95,4.7,Petrol,yes,2010,GL 450
3450,Volkswagen,11250.0,other,159,1.4,Petrol,yes,2010,Golf VI
